562,315,191,460,251,610,24001.26447,19148.61883,12799.74677,21240.73553,11587.24044,23030.1176,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,357,151,212,267,357,170,14987.79418,11070.74521,14283.02708,13771.42578,15057.55435,5812.483703,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,2143
562,305,185,462,255,610,24012.51014,18734.057,12697.19507,21362.58787,11960.35251,23031.04488,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,363,151,212,269,360,174,14496.66406,11070.74521,14283.02708,13630.36683,14794.82553,5506.364585,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,3214
563,295,180,462,258,610,24019.59285,18470.96222,12682.16156,21327.22984,12274.56193,23031.91105,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,370,151,212,273,366,178,13982.63725,11070.74521,14283.02708,13407.69616,14402.56708,5247.152854,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,3214
563,285,176,456,261,610,24016.81893,18374.78926,12731.69824,21117.72834,12544.65426,23032.69925,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,377,151,212,278,372,182,13521.13145,11070.37378,14283.02708,13176.25313,14007.73025,4998.001471,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,3214
562,276,176,449,263,610,23996.31127,18437.96247,12745.07976,20943.42655,12641.646,23030.61469,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,384,151,212,284,378,186,13141.1407,11070.13527,14283.02708,13003.44466,13711.38881,4940.625395,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
560,272,175,442,259,610,23916.94456,18522.20479,12751.00516,20867.85027,12372.1302,23024.73643,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,391,151,212,291,384,191,12861.10393,11069.93346,14282.569,12921.3841,13514.50979,5088.283461,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
557,272,175,435,253,610,23821.19431,18522.20479,12757.01046,20906.89794,11899.02504,23005.05317,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,399,151,213,297,390,196,12694.91885,11070.01091,14279.59491,12947.2362,13393.05956,5282.19593,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
549,272,175,430,245,599,23697.65366,18522.20479,12762.92974,20998.89387,11459.11474,22696.23952,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,404,151,213,302,394,198,12659.70368,11070.36609,14282.31581,13048.12684,13371.10322,5393.430169,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
538,272,175,429,238,588,23698.29631,18522.20479,12767.4682,21019.46565,11096.78394,22551.53951,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,406,152,214,305,396,200,12673.35533,11071.30519,14300.31836,13130.12277,13391.97697,5525.535087,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
529,272,175,429,231,577,23851.95788,18522.20479,12771.6693,21023.91579,10875.60512,22588.04508,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,406,151,214,305,397,202,12675.45381,11066.44452,14282.08458,13146.97178,13395.80205,5648.328789,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,3214
